"city","id","host_is_superhost","host_since","host_listings_count","host_has_profile_pic","host_identity_verified","neighbourhood","is_location_exact","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","price","guests_included","extra_people","minimum_nights","maximum_nights","has_availability","number_of_reviews","review_scores_rating","review_scores_accuracy","cancellation_policy","reviews_per_month","zipcode","gdp","text","word_count","sd","ave_sentiment","doc_id","ADJ","ADP","ADV","AUX","CCONJ","DET","INTJ","NOUN","NUM","PART","PRON","PROPN","PUNCT","SCONJ","SYM","VERB","X"
"Queens",6440658,TRUE,2013-02-28,1,TRUE,TRUE,"Sunnyside",TRUE,"House","Entire home/apt",4,1,1,2,"Real Bed",125,1,0,1,1125,TRUE,143,98,10,"moderate",4.41,11104,25466516,"we offer a meticulously kept garden level 1 bedroom apartment with its own entrance in back of the house.   no expense was spared to provide a renovated kitchen with high end appliances,  coffee maker,  washerdryer combo,  acheat,  and new bathroom.  we keep it impeccably clean,  it has tons of storage and high end furnishings.   private entrance so you can come and go as you wish.  there is a queen bed in the bedroom,  full size futon that pulls out in the common area,  along with a chaise sofa.  note re passage of ny restrictions  this is a fully legal listing in an owneroccupied single family home.  this is a typical inlaw apartment a completely private full floor in a home with a separate entrance around the back.  please be aware the garden level makes it half below ground,  half above so while bedroom is bright,  living room doesnt really get natural light.  there are 2 electric burners in kitchen but no oven,  otherwise fully equipped with lots of cutlery and appliances such as crock po,tv, cable tv ,internet,wifi, air conditioning ,kitchen, free street parking ,heating, familykid friendly ,washer,dryer, smoke detector , carbon monoxide detector , first aid kit , fire extinguisher ,essentials,shampoo,hangers, hair dryer , laptop friendly workspace , private entrance , hot water , bed linens , extra pillows and blankets ,microwave, coffee maker ,refrigerator, dishes and silverware , cooking basics .",226,0.163105060538054,0.243287315400022,"doc557",30,20,13,7,7,17,1,96,2,2,13,0,48,2,0,18,0
"New York",1691250,TRUE,2013-08-28,1,TRUE,FALSE,"Midtown East",TRUE,"Apartment","Private room",2,1,1,1,"Real Bed",122,1,0,3,14,TRUE,116,98,10,"moderate",1.8,10017,65877818,"our apartment is very spacious by new york standards and it takes the whole 3rd floor of our walk up building.  it is conveniently  located 1 block from united nations and 2 blocks from grand central,  making it extremely easy to access any point of interest in the city.   this is a spacious bedroom with a very comfortable queen size bed that easily fits 2 people.  in the bedroom there is a closet,  desk,  air conditioner,  heating,  fireplace cannot be used,  ample space for luggage,  and shelves for personal items.  bedroom is located on the quiet side of the building.  additional items provided clean sheetstowels,  iron,  ironing board,  blow dryer,  soap,  shampoo,  etc.  you will have access to fully equipped kitchen,  bathroom,  living room and dining room,  wireless internet in the whole apartment,  and sound system.  my wife and i will be occupying the bedroom on the other side of the apartment.  we will share bathroom,  living room and kitchen with our guests,  however,  since we spend very little,tv, cable tv ,internet,wifi, air conditioning ,kitchen, buzzerwireless intercom ,heating, familykid friendly , smoke detector , first aid kit ,essentials,shampoo,hangers, hair dryer ,iron, laptop friendly workspace .",193,0.206661493268183,0.296570528145389,"doc558",23,18,9,10,7,13,0,78,3,2,14,0,45,1,0,18,1
"New York",23249357,FALSE,2015-03-30,3,TRUE,TRUE,"Financial District",FALSE,"Apartment","Private room",4,1,1,1,"Real Bed",110,2,20,1,1125,TRUE,4,75,9,"strict_14_with_grace_period",1.5,10038,65877818,"bright,  huge master bedroom 2 blocks from the world trade center.  less than a block from all subway lines in the city at fulton center.     enough room for 3 guests,  possibly 4 with room for luggage and still more room.  full kitchen as well.  the apartment is a large 3 bedroom.  you have the huge master bedroom at the front of the apartment.  featuring 4 large bay windows,  a 55 tv,  a memory foam queen size bed,  a couch,  and a desk for any business you need to conduct.  full access to the whole apartment.  i will be out of the country but always accessible by phone and message.  my roommate is available for any assistance as well.  located right in the heart of downtown manhattan.  the apartment is 2 blocks from the world trade center and 3 blocks from the brooklyn bridge.  fulton center subway station is a block away and has every train line in it.  water ferries that go all over the city are a 10 minute walk as well.  fulton center subway station is one block away.  it has the a, c, e, 2, 3, 4, 5, 6, j, z,tv,wifi, air conditioning ,kitchen, paid parking off premises , smoking allowed , pets allowed , free street parking ,heating, smoke detector , carbon monoxide detector , fire extinguisher ,essentials,shampoo, lock on bedroom door ,hangers, hair dryer ,iron, laptop friendly workspace , self checkin ,lockbox, hot water .",222,0.288759203776477,0.201373747233707,"doc559",17,26,13,8,6,27,0,104,15,1,7,1,53,0,0,11,0
"New York",7366834,FALSE,2015-07-05,1,TRUE,FALSE,"Harlem",TRUE,"Apartment","Private room",1,1,1,1,"Real Bed",60,1,0,1,1125,TRUE,6,83,10,"flexible",0.16,10026,65877818,"private room in a clean and renovated 4 bedroom apartment.  located near columbia university,  just a 15 minute subway ride to time square.  perfect for a morning run in central park or a nice dinner on restaurant row.,tv,internet,wifi,kitchen, buzzerwireless intercom ,heating,washer,dryer, smoke detector ,essentials.",48,0.0675775490339542,0.243708408108229,"doc560",6,6,1,0,2,4,0,25,2,0,0,0,14,0,0,2,0
"Queens",19011440,FALSE,2018-02-25,5,TRUE,FALSE,"Corona",TRUE,"House","Private room",2,2,1,1,"Real Bed",39,1,14,2,180,TRUE,40,97,10,"strict_14_with_grace_period",4.01,11368,25466516,"a private room  full size bed,  closet,  wifi in a 5 bedroom 2 bathroom private house.  kitchen available with utensils at your disposal.   5 mins walk to subway station.  30 mins to manhattan.  a modern apartment  8mins to lga airport and 22 mins from jfk airport drive.  stainless steal kitchen with 2 large bathrooms shared with other airbnb guests.  our home is beautiful,  clean and comfortable 5 bedroom  2 bathrooms to share with other airbnb guests.  you will have your own private bderoom with wireless internet,  fresh linens,  towel and spacious closet.   we are located 4 mins walking distance to the 7 train on 103rd corona plaza station.  within 30mins you will arrive to manhattan times square.  8mins to lga drive.  airport access by lyft 711,  uber 1215.  your checkin instructions are attached.  please check your airbnb app to access it after booking.  you are welcomed to use the kitchen and both bathrooms at any given time.  the neighborhood of queens is also known as the most di,wifi, air conditioning ,kitchen, free street parking , familykid friendly , smoke detector , carbon monoxide detector , first aid kit , fire extinguisher ,essentials,shampoo, lock on bedroom door ,hangers, hair dryer ,iron, self checkin ,keypad,microwave,refrigerator, dishes and silverware ,oven,stove.",195,0.178335281744749,0.221414479887696,"doc561",23,19,4,8,5,9,2,89,13,6,11,0,43,0,0,18,0
"New York",18724845,FALSE,2012-07-02,1,TRUE,FALSE,"Harlem",TRUE,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",77,1,0,3,1125,TRUE,13,100,10,"strict_14_with_grace_period",1.2,10027,65877818,"come live in the heart of historical harlem.  after a day of sightseeing,  catch a jazz show nearby,  grab a drink,  and come home to sink into a comfy tempurpedic bed.  or listen to the gospel music from across the street as light floods the living room.  i think youre going to love my place! my space is 2 floors up and around 650 square feet 60 sq meters  a largerthanaverage 1 bedroom for nyc standards.  windows are southfacing,  so the light is wonderful.   it was renovated around 6 months ago,  so everything is brand new.  all the appliances,  hardwood floors,  and kitchen  bathroom.  you will have access to the entire apartment.  it is my primary residence so i have many of my personal items there.  please treat them with respect,  thanks! i will be traveling but ill make sure your key exchange happens seamlessly.  central harlem is one of the most unique and culturally vibrant areas in the city.  soak in the culture and the history,  and spend your time immersed in a great neighborhood that,tv,wifi, air conditioning ,kitchen, paid parking off premises , free street parking ,heating, smoke detector , carbon monoxide detector , first aid kit ,essentials,shampoo, lock on bedroom door ,hangers, self checkin ,lockbox, hot water , bed linens , extra pillows and blankets , ethernet connection ,microwave,refrigerator, dishes and silverware , cooking basics ,oven,stove, long term stays allowed .",226,0.292189721764209,0.233971728461254,"doc562",24,21,12,11,10,18,1,89,6,2,16,0,50,0,0,21,0
"New York",22284222,TRUE,2015-10-05,6,TRUE,FALSE,"Hamilton Heights",TRUE,"Apartment","Private room",2,1,1,1,"Real Bed",70,1,10,5,30,TRUE,27,97,10,"flexible",5.66,10031,65877818,"central to everything!!! located in the heart of west harlem.  2 minute walk to riverbank park and the hudson river which is located across the street.  1 block away to restaurants  many stores to shop!  food market is 1 block away.  nightlife is blocks away! the building has an elevator  laundry in the basement.  2 minute walk to 1 train subway  15 minutes to time square! 7 stops away amazing clean  cozy bedroom in a new renovated apartment! new bathroom,  new kitchen,  great wifi signal,  tv with netflix,  complementary toiletries and best of all,  two really good friends that own this apartment who are reachable at anytime! no curfew  we give you your own keys to the room  apartment.  building has a secured locked front entrance.  very safe! kitchen  bathroom are fully accessible at anytime!  the laundry room in the basement is also accessible at anytime! you can call or text me anytime.  im available 247  love hosting guests! the neighborhood is very diverse with lots of cool peop,tv,wifi, air conditioning ,kitchen,gym,elevator, free street parking ,heating,washer,dryer, smoke detector , carbon monoxide detector ,essentials,shampoo, lock on bedroom door ,hangers, hair dryer ,iron, laptop friendly workspace , self checkin ,lockbox, hot water , bed linens , extra pillows and blankets ,microwave,refrigerator, dishes and silverware , cooking basics ,oven,stove, stepfree access , stepfree access , stepfree access .",218,0.3767068619149,0.341984770865326,"doc563",28,19,11,9,5,15,0,105,9,2,11,0,56,0,0,13,0
"New York",22856217,FALSE,2016-07-21,6,TRUE,FALSE,"Chelsea",TRUE,"Apartment","Entire home/apt",4,1,1,2,"Real Bed",211,1,50,1,1125,TRUE,2,80,7,"strict_14_with_grace_period",0.75,10001,65877818,"my place is close to close to times square,  theater district,  columbus circle and central park.  fast wifi and elevator .  my place is good for couples,  solo adventurers,  business travelers,  families with kids,  big groups,  and furry friends pets.  steps to javits center,tv, cable tv ,wifi, air conditioning ,kitchen, paid parking off premises , pets allowed ,elevator,heating, familykid friendly ,washer,dryer, smoke detector , carbon monoxide detector , first aid kit , safety card , fire extinguisher ,essentials,shampoo, lock on bedroom door ,hangers, hair dryer ,iron, laptop friendly workspace , private entrance , pack n playtravel crib , hot water , bed linens , extra pillows and blankets , ethernet connection ,microwave, coffee maker ,refrigerator,dishwasher, dishes and silverware , cooking basics ,oven,stove, single level home , luggage dropoff allowed , long term stays allowed , host greets you , paid parking on premises .",132,0.224769761374182,0.302605130219753,"doc564",19,7,1,2,6,0,0,83,0,1,4,0,54,0,0,9,0
"Queens",28710392,FALSE,2016-06-01,2,TRUE,FALSE,"Jamaica",TRUE,"House","Private room",1,1,1,1,"Real Bed",35,1,100,1,14,TRUE,43,87,9,"strict_14_with_grace_period",2.6,11413,25466516,"travelling can be stressful with layovers,  cancelled flights  and missed flights  even travelers looking for a place to stay while they explore new york .  the cost of hotels are 179. 00 per night per guest and higher .  i am offering you a  clean,  cozy room furnished with access to a shared bathroom,  kitchen and living room.  only 5 mins from green acres mall,  40 mins away from manhattan,  and walking distance from multiple public transportation options.  also 5 mins away from jfk airport .  all communication must be done via airbnb thread no phone calls or text please we can pick you up or drop you off at jfk for a fee,  depending on the time.  just communicate with us.  no one is available after 8 pm to check you in .  please bring your own towel and showering necessities.  pots , dishes, spoon, cups.  there is a dollar tree nearby for those without.  hangers are available.  anything taken out the room,  you will be charged for.  no check in after 8 pm .  if you smell of alcohol or you are belligerent,wifi,kitchen, free street parking ,heating, smoke detector , carbon monoxide detector , lock on bedroom door ,hangers, private living room , hot water , bed linens ,microwave, coffee maker ,refrigerator,oven,stove.",201,0.252788100673201,0.0838018305746799,"doc565",15,28,7,12,8,11,3,74,8,2,15,1,41,2,0,21,1
"New York",23896713,FALSE,2015-09-04,1,TRUE,FALSE,"Gramercy Park",TRUE,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",135,1,0,2,10,TRUE,2,100,10,"moderate",1.3,10003,65877818,"cozy 1bedroom in prewar brownstone near gramercy park,  east village,  and union square.  perfect for couples getaway or a friend trip to the city for the holidays! apartment is boho chic with two tvs,  separate living room,  kitchen,  and bathroom.  easily access to union square nqrl456 trains makes it easy to get around town and sightsee.,tv,wifi, air conditioning ,kitchen, free street parking ,heating, smoke detector , carbon monoxide detector , first aid kit , safety card ,essentials,shampoo,hangers, self checkin ,lockbox, private living room , hot water , bed linens , ethernet connection .",90,0.121346069089428,0.299493899587546,"doc566",12,8,1,1,4,3,0,53,3,1,1,0,28,0,0,3,0
"Queens",36319561,FALSE,2019-06-21,0,TRUE,FALSE,"Queens",TRUE,"Apartment","Entire home/apt",3,1,0,2,"Real Bed",95,3,30,1,27,TRUE,1,100,10,"strict_14_with_grace_period",1,11354,25466516,"close vicinity to the heart of main street,  flushing where you can find a great selection of restaurants,  bakeries,  department stores,  banks. . . etc.  you also have the option to catch the 7 train or the lirr long island railway into manhattan for all of your sightseeing,  broadway shows,  shopping and experiencing all the great restaurants in manhattan.  the city awaits you to come so come and discover its beauty.  this is a spacious studio apartment with 2 single beds and a futon which can be used as a sitting area during the day and make it flat which can sleep 2 people comfortably at night.   there are a fullsize kitchen,  a bathroom and plenty of closet spaces.  easily accessible to your local eateries,  bake shops,  coffee shops.  local buses or a 1520 minutes walk that can take you into flushing main street to catch the 7 train into manhattan,  lirr just 2 stops into penn station ny.  we have one onsite parking spot available to you with a charge of 20 per day.  if you need the parkin,tv,wifi, air conditioning ,kitchen,elevator,heating,washer,dryer, smoke detector , carbon monoxide detector ,essentials,hangers, hair dryer ,iron, laptop friendly workspace , paid parking on premises .",197,0.115337073338905,0.126442978391191,"doc567",16,20,6,6,7,19,1,78,8,3,16,0,37,2,0,21,1
"New York",26098112,FALSE,2014-07-14,1,TRUE,FALSE,"Upper East Side",TRUE,"Apartment","Private room",2,1,1,1,"Real Bed",120,1,40,4,30,TRUE,1,100,10,"moderate",1,10128,65877818,"iconic new york prewar apartment newly renovated in upper east side! features exposed brick wall,  industrial furnished and remodeled open kitchen washer in unit!.  2min walk to q train 96th takes you to every instagramable spot in nyc.  you may also take a 15min walk to central park and museum mile  guggenhime,  met and many more.  guests have a private room and the rest of our shared space at their leisure.  we look forward to sharing this space with people traveling from everywhere.   iconic new york prewar apartment in the prime area.  2nd fl.   no elevator  private room accommodates max.  2 people  shared space provided living room,  large table for dining and working,  kitchen,  and bathroom.   we are two young professionals working regularly am to pm and spend knockingoff time with friends.  most of the time you may use the shared spaces on your own! we are extremely respectful to our guests and willing to help you anytime when needed! we provide   apple tv  netflix in your ro,tv,wifi, air conditioning ,kitchen, paid parking off premises ,breakfast, free street parking ,heating,washer,dryer, smoke detector , carbon monoxide detector , first aid kit , fire extinguisher ,essentials,shampoo, lock on bedroom door ,hangers, hair dryer ,iron, laptop friendly workspace , hot water ,microwave, coffee maker ,refrigerator,dishwasher, dishes and silverware , cooking basics ,oven,stove.",220,0.191397755889829,0.224159148135191,"doc568",29,21,9,4,9,9,0,101,2,1,13,0,47,1,0,21,0
"New York",22236028,FALSE,2009-12-08,12,TRUE,TRUE,"East Harlem",TRUE,"Apartment","Private room",1,1,0,1,"Real Bed",49,1,17,5,29,TRUE,4,85,10,"strict_14_with_grace_period",0.94,10029,65877818,"close to central park,  times square, upper east side, grand central, upper west side,  united nations lower east side.  6 train is 30 seconds walk.  it will quickly take you to all the touristic attractions ,   4 bedroom 1 bath small room,  9 x 9 feet,   faces the yard,  quiet  sunny.  conveniently located on 116 street and lexington ave on the vibrant spanish harlem,  walk up building quiet roommates live in the property,  work long hours,  rarely home the location and the price are the asset of this offer.  it comes down to the value.  do not expect the hilton lobby and ambiance.  no elevator nothing fancy,  simple and extremely convenient.  the apartment is quiet.  building is a 1920s like many of ny buildings.  the room has a twin size bed,  a window facing the yard so you get  a lot of sun light ,  but since it is not facing the street it is quiet at the same time.  there is a closet to hang clothes,  a desk and a chair besides your room,  the bathroom the refrigerator,  microwave.  no stove for cooking,  s,wifi, paid parking off premises , free street parking ,heating, smoke detector ,essentials,hangers, laptop friendly workspace , hot water , host greets you .",197,0.228244763291873,0.192773370085761,"doc569",27,15,7,9,6,27,0,72,7,3,11,0,40,2,1,17,0
"New York",21888546,TRUE,2018-07-25,49,TRUE,FALSE,"Midtown East",FALSE,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",519,2,0,3,365,TRUE,1,100,10,"moderate",1,10017,65877818,"stay in the beekman towers one bedroom suite during your time in new york.  this luxurious one bedroom suite comes fully furnished and offers a spacious floorplan typically hard to find in manhattan.  we provide all the necessities to make your stay comfortable no matter the length of your stay in the big apple.  you will love  free continental breakfast  247 front desk concierge to make checkin a breeze  onsite fitness center  comfortable queen size bed rollaway bed available for additional charge  fully equipped kitchen  free wifi  premium tv channels  once per week housekeeping available  rooftop bar  5 star restaurant with views of manhattan  10 minute walk to nearest subway station the room each studio executive suite room comes with a fully equipped kitchen including cooking utensils,  a coffee maker and hot water kettle.  enjoy the complimentary wifi and tv with a verizon fios package that includes hbo and cinemax.  all linens are provided and additional blankets may,tv, cable tv ,wifi, air conditioning ,kitchen, pets allowed ,gym,breakfast,elevator,washer,dryer, smoke detector , carbon monoxide detector ,essentials, bed linens ,microwave, coffee maker ,dishwasher,oven.",182,0.293898982856825,0.323326441345661,"doc570",22,13,7,3,5,16,0,86,5,4,7,0,26,0,0,17,0
"New York",34599171,FALSE,2015-10-08,1,TRUE,FALSE,"Flatiron District",TRUE,"Apartment","Entire home/apt",4,1,1,1,"Real Bed",100,1,0,2,1125,TRUE,3,90,9,"flexible",3,10010,65877818,"perfectly located one bedroom apartment in manhattan.  located one block away from the 6 subway and two blocks from the qr line.  located near amazing restaurants,  shops and new york landmarks as flatiron building  gramercy park  eataly shake shack  union square,tv,wifi, air conditioning ,pool,kitchen,gym,elevator,heating,washer,dryer, smoke detector , carbon monoxide detector ,essentials,hangers, self checkin , building staff .",62,0.232544731397516,-0.0130785216452198,"doc571",4,5,3,0,2,2,0,40,4,0,0,0,20,0,0,3,0
"Queens",4331233,FALSE,2015-02-13,8,TRUE,FALSE,"Flushing",TRUE,"Townhouse","Private room",2,1,1,1,"Real Bed",50,1,0,1,1125,TRUE,191,88,9,"moderate",4.11,11355,25466516,", , , , , , , wifijfk20, lga10, q58567, 73040, lirr, , usopen jw11355 , , , , 7, 8, , ,  ,  , , , , 10, , , ,  , , corona park, , usopen , 10, 7, 8!, ,  ,internet,wifi, air conditioning ,kitchen, free parking on premises , free street parking , hot tub ,heating, familykid friendly , smoke detector , fire extinguisher ,essentials,shampoo, lock on bedroom door ,hangers, hair dryer ,iron, laptop friendly workspace , private entrance , hot water , long term stays allowed , wide hallway clearance , stepfree access , wide doorway , flat path to front door , welllit path to entrance , stepfree access , wide doorway , wide clearance to bed , stepfree access , wide doorway , accessibleheight toilet , wide clearance to shower, toilet , stepfree access , wide entryway , host greets you , handheld shower head .",96,0,0.255155181539914,"doc572",17,6,4,0,0,0,0,60,8,0,1,0,79,0,0,6,0
"New York",31498527,FALSE,2015-10-02,2,TRUE,FALSE,"Hell's Kitchen",FALSE,"Apartment","Entire home/apt",6,1,2,3,"Real Bed",269,1,0,1,180,TRUE,5,100,10,"strict_14_with_grace_period",0.58,10019,65877818,"stunning 3 beds and 2 bedroom apartment in the heart of manhattan,  near all plenty of restaurants and bars,  few minutes walk to time square,  central park,  rockefeller center,  5th avenue,  etc.  this is one of the most vibrant neighborhoods in nyc.  the apartment is located on 52street  between 8th and 9th avenue,  in the heart of manhattan but quiet at the same time.  the apartment is well sized,  very clean,  fully brand new design furnished,  clean linen and towels provided to each guest.  the apartment is very quiet,  has 2 dig and long windows in each room and in the living room,  ac,  heat,  memory foam mattress,  a lot of storage space,  and highspeed wifi in all apartment.  bedroom 1 queensize bed air conditioner  heater closet drawers.  bedroom 2 fullsize bed  air conditioner  heater closet working desk.  living room convertible queensize sofa bed dining area closetiron.  bathroom full bathroom bathtub shampoo body gel hairdryeretc kitchen full kitchen oven stove fridg,cable tv ,wifi, air conditioning ,kitchen,heating, smoke detector , carbon monoxide detector , safety card ,essentials,shampoo,hangers, hair dryer ,iron, laptop friendly workspace ,bathtub, hot water , bed linens , extra pillows and blankets , ethernet connection ,microwave,refrigerator,dishwasher, dishes and silverware , cooking basics ,oven,stove, patio or balcony , long term stays allowed , stepfree access , wide doorway , wide clearance to bed , accessibleheight bed , stepfree access , host greets you .",222,0.321095100319154,0.270963267645843,"doc573",22,17,10,4,11,13,0,125,7,0,2,0,57,0,0,16,1
"New York",9645477,FALSE,2015-11-13,3,TRUE,FALSE,"Hell's Kitchen",TRUE,"Apartment","Entire home/apt",4,1,1,2,"Real Bed",270,1,50,1,1125,TRUE,23,95,9,"strict_14_with_grace_period",1.37,10013,65877818,"this is a perfect entire apartment in the middle of the chelsea area! bedroom real queen bed,  livingroom with sofa bed and complete kitchen.  can sleep up to 4 guests.  near to madison square garden,  many restaurants,  bars,  markets and the near subway station on the same block.  you will not think you are in nyc when youre inside because it is so peaceful and quiet but as soon as you go outside you will find yourself right in the middle of the action  fast wifi extremely clean and decorated with detail.  all train lines e,  c,  a,  b,  d,  1,  2,  3 on the same street as the apartment.  extremely central and convenient for getting around to any part of the city.,tv, cable tv ,internet,wifi, air conditioning , wheelchair accessible ,kitchen, paid parking off premises , pets allowed ,elevator, indoor fireplace ,heating, familykid friendly ,washer,dryer, smoke detector , carbon monoxide detector , first aid kit , fire extinguisher ,essentials,shampoo, 24hour checkin ,hangers, hair dryer ,iron, laptop friendly workspace , self checkin ,keypad, pack n playtravel crib , hot water , bed linens , extra pillows and blankets ,microwave, coffee maker ,refrigerator,dishwasher, dishes and silverware , cooking basics ,oven,stove, luggage dropoff allowed , long term stays allowed , paid parking on premises .",202,0.280473300513953,0.273673491404886,"doc574",24,18,12,6,9,13,0,92,5,1,8,1,60,3,0,12,2
"New York",1200934,FALSE,2012-02-26,1,TRUE,TRUE,"West Village",TRUE,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",295,1,25,2,90,TRUE,117,95,9,"strict_14_with_grace_period",1.67,10014,65877818,"this stylish apartment is located in a beautiful land marked west village building which offers amazing charm and character.  it is doors away from sweets mecca magnolia bakery and across the road from carrie bradshaws sex in the city apartment.  if you are looking for location you wont find a better address in nyc.  this month vanity fair termed the west village the gilded ghetto   this is the description of the neighborhood everyone,  including foreigners,  uptowners and downtowners,  agree is the ultimate new york living environment.  the areas unique combination of low lying buildings providing the best light in the city,  charming tree lined cobbled streets with their eclectic mix of apartments,  chic townhouses and megamansions,  a superb mix of retail and restaurants,  and its proximity to the hudson river park and meatpacking district make it the kind of utopian bubble that seems to be a trend around the globe.  whether it is your first visit to nyc or you are a frequent visito,tv,internet,wifi, air conditioning ,kitchen, paid parking off premises , free street parking , buzzerwireless intercom ,heating,washer,dryer, smoke detector ,essentials,shampoo,hangers, hair dryer ,iron, laptop friendly workspace , hot water , long term stays allowed , host greets you .",202,0.307133494765854,0.282782337333269,"doc575",21,17,3,9,8,20,0,83,0,3,14,2,33,2,0,21,0
"New York",15296345,TRUE,2017-07-19,1,TRUE,FALSE,"Financial District",TRUE,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",200,2,100,2,30,TRUE,63,97,10,"moderate",3.57,10038,65877818,"this unique space is perfect for a guest or couple who wants an elegant,  nofrills ny experience.  as your host,  i will assist you in adapting it to your desires.  spacious,  impeccably clean,  and filled with natural light,  the studio can serve as a place for you to relax after exploring the city or to work in.  it is equipped with a full kitchen,  a large walkin closet,  and state of the art bathroom.  you will have no problem settling in.  for the bathroom,  i will provide a hair dryer,  towels,  toilet paper,  soap,  and shampoo.  the bed comes with clean linens,  and the closet is stocked with clothes hangers.  the kitchen has silverware,  porcelain dishes,  glasses,  pans,  a toaster,  and a cuisinart coffee and tea maker ready for use.   the kitchen area will not have perishable food or drink items other than coffee,  tea,  water unless requested beforehand.  if there is something that you would like to find in the kitchen,  or room generally,  upon arrival,  please let me know.  unless the arrangements,wifi, air conditioning , wheelchair accessible ,kitchen, paid parking off premises ,elevator, free street parking , buzzerwireless intercom ,heating, smoke detector , carbon monoxide detector , first aid kit ,essentials,shampoo,hangers, hair dryer ,iron, laptop friendly workspace , private entrance , hot water ,microwave, coffee maker ,refrigerator, dishes and silverware ,stove, long term stays allowed , host greets you .",227,0.196578860702526,0.305265376234321,"doc576",20,17,4,9,11,20,1,92,0,4,18,0,61,5,0,26,0
"New York",19234937,FALSE,2018-01-22,1,TRUE,FALSE,"Hell's Kitchen",TRUE,"Apartment","Entire home/apt",4,1,1,2,"Real Bed",399,1,0,3,15,TRUE,5,100,10,"flexible",0.57,10036,65877818,"large 1 br apartment with a balcony in the heart of times square! floor to ceiling windows br has 2 full walls of floor to ceiling windows washerdryer in apartment full kitchen with dishwasher 1 tv in living room  1 in br central air separate in br and living room br queen bed living room 1 couch,  ottoman  coffee table queen air mattress available large dining table that extends the balcony is furnished with a small sofa and coffee table wifi please note that this is our primary residence and we only rent when traveling so our personal belongings are in the closets and on shelves.  dashas home is located in new york,  united states.  this apartment is in the heart of times square,  but the floor is high enough to block the street level noise except for the occasional siren.  very convenient to subways  a, c 2 short blocks away  n, q, r, w 1 block and 1 ave away.  ubers are always in the area.  this apartment is really in the middle of everything  please message me for exact location,  b,tv,wifi, air conditioning ,kitchen,gym,elevator,heating,washer,dryer, smoke detector , fire extinguisher ,essentials,shampoo, lock on bedroom door ,iron, laptop friendly workspace , self checkin , building staff , hot water ,microwave, coffee maker ,refrigerator,dishwasher, dishes and silverware , cooking basics ,oven,stove.",217,0.430529268764392,0.0138975080486023,"doc577",23,26,10,10,7,14,2,100,8,2,9,2,41,1,0,11,0
"Queens",18055707,FALSE,2017-12-17,2,TRUE,FALSE,"Jackson Heights",TRUE,"Apartment","Entire home/apt",6,1,2,3,"Real Bed",125,6,30,1,1125,TRUE,54,94,10,"strict_14_with_grace_period",4.88,11370,25466516,"fully renovated modern apartment in a two family private house located in a family oriented neighborhood and only 5 minutes away from laguardia airport.  up to 6 people can be accommodated between the two queen size beds and the sofa bed in the living room.  less then a minutes walk to the bus stop 1015 mins ride to jackson heights  74th st.  station.  another 1015 mins train ride to manhattan from this station.  only 5 min away from laguardia airport.  no smoking or parties allowed of any kind.  full apartment available this neighborhood has a dunkin donuts only a 2minute walk away.  lunchdinner can also be found at popeyes,  mcdonalds,  little caesars,  and burger king  all within a 10minute walk.  weve free street parking available,  also if youre using public transportation q33 bus stop is 1 min walk from the house.  no smoking or parties allowed of any kind.  only 5 min away from laguardia airport and 20 min away from john f kennedy international airport.,tv,wifi, air conditioning ,kitchen, free street parking ,heating, familykid friendly , smoke detector , carbon monoxide detector , first aid kit , fire extinguisher ,essentials,shampoo,hangers, hair dryer ,iron, laptop friendly workspace , private entrance , hot water , extra pillows and blankets ,microwave,refrigerator,oven,stove, host greets you .",203,0.131815273121346,0.151858612196371,"doc578",22,18,15,6,7,18,0,91,12,2,3,0,39,1,0,15,1
"New York",9607426,FALSE,2011-02-23,2,TRUE,FALSE,"Alphabet City",TRUE,"Apartment","Entire home/apt",4,1,2,2,"Real Bed",250,1,0,1,1125,TRUE,27,87,9,"strict_14_with_grace_period",0.87,10009,65877818,"quiet 2br located in the east village.   each room sleeps 2 and there is a long 6ft couch in the living room that easily sleeps a taller person.   blocks away from union square new york city subway station,  served by the 456lnqr trains.,tv,wifi, air conditioning ,kitchen,heating, smoke detector , carbon monoxide detector ,essentials,shampoo, lock on bedroom door ,hangers, hair dryer , translation missing en.hostingamenity49 , translation missing en.hostingamenity50 .",70,0.128709433449959,-0.0231707379403723,"doc579",8,5,2,0,1,6,0,38,6,0,2,0,18,0,0,5,0
