"city","id","host_is_superhost","host_since","host_listings_count","host_has_profile_pic","host_identity_verified","neighbourhood","is_location_exact","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","price","guests_included","extra_people","minimum_nights","maximum_nights","has_availability","number_of_reviews","review_scores_rating","review_scores_accuracy","cancellation_policy","reviews_per_month","gdp","text","word_count","sd","ave_sentiment","doc_id","ADJ","ADP","ADV","AUX","CCONJ","DET","INTJ","NOUN","NUM","PART","PRON","PROPN","PUNCT","SCONJ","SYM","VERB","X"
"New York",21414317,FALSE,2017-10-15,1,TRUE,FALSE,"Hamilton Heights",TRUE,"Apartment","Private room",2,1,1,1,"Real Bed",58,1,15,2,6,TRUE,5,92,10,"moderate",1.06,65877818,"this is my living room that can be made into a private room with a large sofa bed king size equivalent.  ive added a two inch gel memory foam topper and pillowtop cover for extra comfort.  fits 12 comfortably.   youll be sharing the apt with me.  some space available in the fridge.  its a top floor,  corner unit so lots of natural light! its a walk up so be ready for 4 flights of stairs no elevator! if you have any questions ill do my best to answer dont hesitate to ask.  3 min walk to the a  c trains.  9 min walk to b  d trains.  there is a 24 hour deli on the corner and a supermarket about 6 to 8 min walk.  hamilton grange alexander hamiltons country home is a 1520min walk.  there you can also explore the city college of new york.  10 min train ride to american museum of natural history,  15 min to columbus circle and 20 min to time square.  uber or subway.,tv, cable tv ,wifi, air conditioning , paid parking off premises , free street parking ,heating,washer,dryer, smoke detector , carbon monoxide detector , first aid kit ,essentials,shampoo,hangers, self checkin ,keypad, hot water ,microwave, coffee maker ,refrigerator.",196,0.200841827124714,0.241072145509688,"doc602",17,19,5,13,4,17,0,89,12,5,11,0,37,1,0,18,0
"New York",3885176,FALSE,2014-05-21,1,TRUE,TRUE,"Morningside Heights",TRUE,"Apartment","Private room",2,1,1,1,"Real Bed",65,1,0,1,1125,TRUE,1,80,10,"strict_14_with_grace_period",0.02,65877818,"take advantage of subletting a huge room morningside heights and broadway.  comfortably fits two people and is perfect for a couple.  the apartment is a 2 bedroom apartment with an amazing living room kitchen and bathroom.  10 minutes walk to columbia! the room has a king size bed,  desk,  dresser,  table and closet.  the apartment is safe and clean.  the apartment is located 3 minute walk from 1 train,  10 minute walk from a,  b,  c,  d train.  20 minutes to times square,  5 minutes to hudson river and pathway! perfect location for tourism,  safety and cleanliness.,wifi, air conditioning , wheelchair accessible ,kitchen,elevator, buzzerwireless intercom ,heating,washer,dryer,essentials,shampoo, translation missing en.hostingamenity49 , translation missing en.hostingamenity50 .",112,0.238964258156281,0.256670642678856,"doc603",10,8,1,4,7,10,0,59,10,0,2,1,30,1,0,6,0
"New York",9676865,FALSE,2016-04-04,1,TRUE,FALSE,"Morningside Heights",TRUE,"Apartment","Entire home/apt",3,1,1,1,"Real Bed",120,2,50,2,1125,TRUE,2,100,10,"strict_14_with_grace_period",0.08,65877818,"you will love my fantastic and homey 1 br,  which is conveniently located by columbia university and the 1,  a,  b,  c  d trains.  my place has a mini home gym,  which includes a stateoftheart peloton spin bike,  and everything else youll need! my brightly lit,  conveniently located apartment features  1 bedroom  1 bathroom in an elevator building  amazing peloton spin bike  a fully equipped kitchen with pots  pans,  coffee maker,  stove,  oven. . . everything you need and more!  home office thats perfect for business travelers or students  a sumptuous king bed   inbuilding washer  dryer  wifi  theres no tv,  which gives you the perfect chance to take a refreshing,  muchneeded break from technology  closet with hangers for you to use   more! all areas of my apartment are free for you to access,  except for closet storage areas and those areas that common sense would dictate otherwise.  ill be away during your stay,  so i have a checkin service that oversees my property.  they are,internet,wifi, air conditioning ,kitchen,gym,elevator, buzzerwireless intercom ,heating, familykid friendly ,washer,dryer, smoke detector ,essentials,shampoo, 24hour checkin ,hangers, hair dryer , laptop friendly workspace , translation missing en.hostingamenity49 , translation missing en.hostingamenity50 .",193,0.243862205298248,0.134608352863078,"doc604",18,12,7,10,6,13,0,79,7,3,23,0,44,1,0,19,0
"New York",19519355,TRUE,2013-05-29,1,TRUE,FALSE,"East Harlem",TRUE,"Apartment","Private room",2,1.5,1,2,"Real Bed",80,1,10,2,15,TRUE,42,95,10,"strict_14_with_grace_period",4.68,65877818,"you are welcome to our 3 bedroom  apartment in the heart of east harlem.  i live with my daughter in two other bedrooms.  the apartment has all kitchen appliances,  and you can have a cap of coffee in the morning and a cap of tea in the evening with snacks which you will buy in a plenty of shops and restaurants nearby  no cooking,  please.  its only 10 minutes walking to lexington m station 116th and 125th st. ,  and only phone number hidden by airbnb minutes walking to upper corner of central park.  clean and quite room.  3rd floor,  only 2 flights.  the room is about phone number hidden by airbnb .  we provide clean pillows and bedding,  complementary coffee,  tea and bathrooms supplies,  including shampoos,  cream and soap.  you can also connect your devices using our wifi.  the neighborhood is quite and has a lot of convenient delis,  stores,  cozy restaurants and takeaways.  central park is phone number hidden by airbnb minutes away as well as whole foods and local bars.  express metro stat,wifi,kitchen,breakfast, free street parking ,heating, smoke detector ,essentials,shampoo, lock on bedroom door ,hangers, hair dryer , laptop friendly workspace , hot water , bed linens , ethernet connection ,microwave, coffee maker ,refrigerator, dishes and silverware , luggage dropoff allowed , host greets you .",211,0.254924450436299,0.231293353629171,"doc605",19,22,8,8,13,14,1,94,4,1,14,0,44,0,0,17,0
"New York",6470176,FALSE,2014-05-20,1,TRUE,TRUE,"Murray Hill",TRUE,"Apartment","Entire home/apt",5,1,2,2,"Real Bed",500,1,0,1,1125,TRUE,1,100,10,"moderate",0.03,65877818,"there are 2 bedrooms,  1 bathroom,  a kitchen,  and a livingdining room area.  the apartment has been completely renovated.  its on the second floor of an elevator building in a really convenient neighborhood,  a few blocks from grand central station.  the apartment is in the northern tip of murray hill.  there are lots of restaurants,  grocery stores,  convenience stores,  and bars nearby.  the apartment is really close to grand central while far enough to avoid the crowd and buzz.  easy access to 4,  5,  6,  7 trains,  shuttle to time square,  and buses.  high speed internet,tv, cable tv ,internet,wifi, air conditioning ,kitchen,elevator, buzzerwireless intercom , smoke detector , carbon monoxide detector ,essentials,shampoo.",108,0.130645619296799,0.13119670213472,"doc606",12,9,7,5,4,11,0,48,6,2,4,0,32,1,0,6,0
"New York",1779217,FALSE,2012-11-15,2,TRUE,TRUE,"Midtown East",TRUE,"Apartment","Private room",1,1,1,1,"Real Bed",100,1,10,10,1125,TRUE,48,93,9,"strict_14_with_grace_period",0.85,65877818,"private room available in a 3 bedroom apartment.  located 3 blocks from grand central.  easy access to many forms of transportation.  completely safe area.  3 floor walk up.  friendly environment.  very sweet cat lives here that you will most likely fall in love with  experience new york in the center of manhattan.   take the subway,  a quick cab,  or even walk to many close destinations!  we are close to the empire state building,  grand central,  times square,  and many other places.  shared apartment 3 bedrooms total 3 floor walk up  1 bathroom large living room with cable tv  kitchen available for guests to use 2 roommates one of them is me   my cat,  meesh  shes the best cat and loves everyone.   includes  wifi towels sheetspillowsblankets  keys for you to come and go as you please  full size bedconverts to a couch and comes with a temperpedic memory foam on top so its super comfy.  i look forward to meeting you!  emily guests have access to all the common space areas  always av,tv, cable tv ,wifi, air conditioning ,kitchen, paid parking off premises , pets live on this property ,heating, smoke detector , fire extinguisher ,essentials,hangers, laptop friendly workspace , hot water , bed linens , host greets you .",198,0.25290903292331,0.350500392709695,"doc607",31,22,10,3,5,11,0,75,8,2,13,0,35,3,0,21,0
"New York",24549190,FALSE,2013-11-25,1,TRUE,TRUE,"Lower East Side",TRUE,"Loft","Entire home/apt",2,1,0,0,"Real Bed",195,1,0,2,1125,TRUE,1,100,10,"moderate",0.94,65877818,"open plan modern loft,   1350  sq ft,  with a keylocked elevator with nine beautiful windows.  big open kitchen with subzero and everything you need for 4 people.  bathroom with double shower and double sink.  central airheat.  all in the eversocool lower east side.  hang in the citys most dynamic and cuttingedge neighborhood,  with unique restaurants,  shops,  galleries,  and indie music clubs.  plus target and trader joes only 2 blocks away.  and yes,  there will be furniture! absolutely no smoking there will be  a queen size bed with all linens,  pillows,  and covers  stools for the kitchen counter  dishes,  glasses,  pans,  flatware and all in the kitchen  2 armchairs mies van der rohes barcellona chairs  rolling clothes rack  small shelving unit  bathroom linens and anything else you might need  a few pieces of art all very modern.  sparse,  but modern.  absolutely no smoking in the apartment!,wifi, air conditioning ,kitchen,elevator,heating, smoke detector , carbon monoxide detector ,essentials,shampoo, hair dryer , private entrance , bed linens ,microwave, coffee maker ,refrigerator,dishwasher,stove, host greets you .",169,0.257918690128691,0.203494645628257,"doc608",24,13,8,5,11,13,1,74,5,1,7,1,42,0,0,10,0
"New York",12371688,FALSE,2016-10-24,1,TRUE,TRUE,"East Village",TRUE,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",198,1,0,5,1125,TRUE,10,98,10,"strict_14_with_grace_period",0.4,65877818,"beautiful,  exposedbrick 1bedroom just 2 blocks from union square n,  r,  w,  q,  4,  5,  6,  l easy access to east village restaurants and nightlife,  and walking distance to washington square,  west village,  and soho.  my place is good for couples,  solo adventurers,  and business travelers.  full bed sleeps 2,  and couch in living room can comfortably sleep 1 if needed.   5th floor walkup w windows on the back of the building,  above and away from night traffic  noise.   empty dresser drawers,  hangers,  and iron so you dont have to live out of a suitcase.   bright,  open living room that overlooks central courtyard,  great for reading,  working on your laptop there is wifi,  or relaxing at the end of the day.   hepafilter air purifier runs 247 in living room.   full,  wellappointed kitchen.   coffee,  tea,  sparkling water provided.,wifi, air conditioning ,kitchen,heating, smoke detector , carbon monoxide detector , first aid kit ,essentials,shampoo, lock on bedroom door , 24hour checkin ,hangers, hair dryer ,iron, laptop friendly workspace , translation missing en.hostingamenity49 , translation missing en.hostingamenity50 .",166,0.1679954127345,0.101937395763328,"doc609",19,16,5,3,8,5,0,79,11,3,6,0,50,3,0,17,0
"New York",30593321,FALSE,2014-08-07,4,TRUE,TRUE,"Soho",FALSE,"Apartment","Private room",2,1.5,1,1,"Real Bed",105,1,5,1,1125,TRUE,8,85,10,"strict_14_with_grace_period",7.5,65877818,"welcome to my cozy manhattan apartment! this apartment is on a buzzing residential treelined block of soho,  one of new yorks most storied neighborhoods known for its shopping,  fashion,  people watching,  and 19th century cast iron architecture .  were steps away from a diversity of local spots chic,  holeinthewall restaurants,  cafes,  galleries,  and right in the heart of everything lower manhattan has to offer.  you can literally walk to all the best parts of lower manhattan within 15 minutes.  the apartment is 3 bedrooms,  1. 5 bathrooms,  shared with myself and other guests i host in the third bedroom.,tv,wifi, air conditioning ,kitchen,heating, smoke detector , carbon monoxide detector ,essentials,shampoo, lock on bedroom door ,hangers, hair dryer ,iron, self checkin ,lockbox, hot water .",120,0.204911629536555,0.221684020254557,"doc610",14,15,3,4,3,8,1,53,5,1,7,0,31,0,0,9,1
"Queens",9237636,FALSE,2013-08-21,1,TRUE,FALSE,"Jamaica",TRUE,"Apartment","Private room",3,1,1,1,"Real Bed",50,3,20,4,1125,TRUE,61,89,9,"moderate",1.86,25466516,"spacious room in a very cozy apartment centrally located in a quiet queens neighborhood.  close to public transportation which can get you to any part of nyc in about 20 minutes.,tv,wifi,kitchen,elevator, familykid friendly ,washer,dryer,essentials, lock on bedroom door ,hangers,iron.",45,0.481904703086765,0.371894055831788,"doc611",7,7,3,1,0,3,0,19,1,0,2,0,13,0,0,2,0
"New York",1681227,FALSE,2010-09-26,1,TRUE,FALSE,"Harlem",TRUE,"Apartment","Private room",2,1,1,1,"Real Bed",99,1,0,2,1125,TRUE,17,95,10,"strict_14_with_grace_period",3.09,65877818,"you will be in an historic building in the heart of harlem a few minutes walk from central park.   unlike many nyc apartments,  ours is large with high ceilings and very quiet because of the huge courtyard.   graham court was commissioned by william waldorf astor as a luxury apartment house and built from phone number hidden by airbnb it was designated a new york city landmark in phone number hidden by airbnb it is often included in tours of harlem.   famous writers,  athletes,  musicians,  and artists call this place home  why dont you? graham court is regularly used as a filming location  so you might  get to see a day of shooting and meet some stars.    we have been featured in films and tv shows like,  american gagster,  jungle fever,  new jack city,  sugar hill,   mozart in the jungle,  instinct,  black list,  and recently some new cop show with tony danza playing josh grobans father. . .  that was a weird thing to see.  guest room double bed,  alarm clock,  lamp,  closet,  hangers,tv,wifi,kitchen,elevator, free street parking ,heating, smoke detector , carbon monoxide detector , first aid kit , fire extinguisher ,essentials,shampoo,hangers, hair dryer , childrens books and toys , window guards , roomdarkening shades , childrens dinnerware , game console , hot water ,microwave, coffee maker ,refrigerator,dishwasher, dishes and silverware , cooking basics ,oven,stove, single level home , garden or backyard , luggage dropoff allowed , welllit path to entrance , stepfree access , accessibleheight bed , stepfree access , stepfree access , host greets you .",244,0.136797563218908,0.0991565127917685,"doc612",24,23,8,12,9,13,0,122,1,3,11,0,63,0,0,19,0
"New York",1117088,FALSE,2012-12-01,4,TRUE,TRUE,"Hamilton Heights",TRUE,"Apartment","Private room",1,1,1,1,"Real Bed",50,1,25,2,180,TRUE,32,89,9,"strict_14_with_grace_period",0.53,65877818,"spacious,  artsy four bedroom to share on 137th street between broadway and riverside drive.  prewar building with buzzerintercom system and elevator.  it is a second floor walkup.   it is very clean.  it has white walls and nice hard wood floors.  when you enter the apartment you can see a long corridor passing by each room with art on the walls.   the white kitchen is equipped with a sink,  a refrigerator,  freezer,  stove,  many wood storage cabinets,  a dining table with three chairs.  there is a toaster,  coffee machine,  microwave oven,  and everything you need to cook.   there is a triple osmosis filter with clean fresh water.  the white bathroom has a window and is equipped with a shower,  tub,  sink with vanity,  a mirrored medicine cabinet and a wc.  there is no living room in this apartment.  bedroom measures approximately 90 square feet.  it is furnished with a twin size bed,  a drawer chest and a vanity.  it has a closet.  there is a window with a white blind.  the environment is friendly and comfo,internet,wifi,kitchen,elevator, free street parking , buzzerwireless intercom ,heating, smoke detector , carbon monoxide detector , first aid kit ,essentials,shampoo, lock on bedroom door , hair dryer , translation missing en.hostingamenity49 , translation missing en.hostingamenity50 , hot water , host greets you .",213,0.207053782401277,0.139860218540391,"doc613",25,15,4,7,8,26,0,88,5,2,15,0,46,0,0,19,0
"New York",31509678,FALSE,2014-03-08,1,TRUE,TRUE,"Manhattan",TRUE,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",250,1,0,2,14,TRUE,4,100,10,"flexible",4,65877818,"this peachy,  emerald gem in the heart of the east village is a quiet,  safe haven in a bustling new york city.  a true 1 bedroom walk down apt with access to private patio makes it the perfect spring getaway.  it takes less than 35 minutes to get anywhere in manhattan as well as brooklyn.  all major trains are within a half mile radius and tonnes of diverse restaurants and bars right on the block.   the apartment is comfy,  has a great shower and ill always be nearby should you need me my space is warm and welcoming with enough closetstorage space for two travelers to unpack and really settle in.  ive got your basics covered with egyptian cotton sheets and towels,  water,  snacks,  tea and coffee.  as an actor in the city i am usually very flexible.  im always in the east village whether im grabbing dinner from my fave vegan spots in the area or catching off broadway shows at la mama,  new york theatre workshop or the public theatre  they are all on the same street! in other words,  if you n,wifi,kitchen, smoking allowed , pets allowed ,breakfast,heating, smoke detector ,essentials,shampoo, lock on bedroom door ,hangers, hair dryer , private entrance .",204,0.185924827462556,0.277317433938243,"doc614",26,25,12,13,9,18,1,69,3,2,13,0,30,2,0,16,0
"New York",6118514,FALSE,2014-07-06,1,TRUE,TRUE,"Upper West Side",TRUE,"Apartment","Entire home/apt",2,1,1,2,"Real Bed",140,1,0,4,6,TRUE,11,96,10,"moderate",0.27,65877818,"this beautiful and quiet apartment is located on one of the cutest blocks in the uws.  close to riverside and central parks,  columbiabarnard,  restaurants,  and the 1 train,  you will not find a more convenient and relaxed place.  features 3 skylights,  roof access,   outdoor terrace garden with hammock.  one bedroom with twin size bed childrens room.  another queen sized bed is available in a studiostyle arrangementfor a couple or single guest.   the apartment can comfortably accomodate a couple and two kids.  you will have access to the front door.  it is a 4 floor walkup.  initially and then on an as needed basis.  silver moon bakery for coffee and morning pastries is a must.  ufe0f cascabel taqueria for their margaritas and pescado tacos.   communitybest fine dining in the area.  mezzogiorno one block away for excellent italian foodthe restaurant relocated from soho and we couldnt be more pleased! west end hallnew beer garden opened up on 106th and broadway.  great craft beer selection,internet,wifi, air conditioning ,kitchen, pets live on this property ,dogs, buzzerwireless intercom ,heating, familykid friendly , smoke detector , carbon monoxide detector ,essentials.",182,0.103791063746285,0.122639895334631,"doc615",21,18,7,9,11,17,0,75,8,3,6,0,33,0,0,11,0
"New York",21462456,FALSE,2015-12-05,1,TRUE,FALSE,"Bushwick",FALSE,"Apartment","Private room",2,2,1,1,"Real Bed",68,2,40,10,1125,TRUE,9,96,10,"strict_14_with_grace_period",1.66,65877818,"to be honest,  the room itself feels more like your own studio apartment its in the back house where you cant easily be heard,  and likewise rarely can you hear whats going on in the rest of the house.  however there are also shared common spaces including a very large open,  full ready to cook in kitchen dining room with large antique expandable dining table and chairs  living room with couch,  coffee table,  side tables,  lamps,  rocking chair and television  2 full bathrooms  backyard with grill,  hammock and seating shared with the 2 other apartments in the unit 2 sets of laundry machines located in the basement shared with the 2 other apartments in the unit its easier to tell you which spaces you cannot access! you cannot access the 2 other bedrooms and you also cannot access the roof i will not be available in person but am happy to correspond via the app to provide as much help as is needed.  the place is near the j train and is a short walk to awesome coffee shops,  restau,tv, cable tv ,wifi, air conditioning ,kitchen, pets live on this property , buzzerwireless intercom ,heating,washer,dryer, smoke detector , carbon monoxide detector , first aid kit , safety card , fire extinguisher ,essentials,shampoo, lock on bedroom door ,hangers, hair dryer ,iron, laptop friendly workspace , self checkin ,lockbox, private living room .",223,0.275696339927852,0.386020559690713,"doc616",26,21,10,13,7,17,0,85,5,9,14,1,38,1,0,23,0
"Bronx",20377693,TRUE,2017-11-20,1,TRUE,FALSE,"Baychester",TRUE,"Guest suite","Entire home/apt",5,1,2,4,"Real Bed",86,1,0,2,10,TRUE,25,98,10,"moderate",3.62,15549988,"clean and spacious 2 bedroom gardenbasement apartment complete with full kitchen,  breakfast nook,  and full bathroom.  apartment has a separate private entrance and is located in a tree lined residential neighborhood in pelham gardens in the bronx.   easy accessible transportation can take you to our indoor shopping mall in bay plaza,  or to the bronx zoo and yankee stadium.  grand central and times square are located less than an hour awayi should know,  i take the train into the city every day! our recently renovated twobedroom basement apartment with flat screen tv and wifi is ideal for business travelers,  families or individuals who are looking for a place with charm and a touch of home.   there is easy access to transportation into the city as well as to attractions close by,  such as our famous indoor mall less than 15 minutes away,  or yankee stadium and the bronx zoo which are both approximately 30 minutes away via public transportation.  kitchen the kitchen has a brandnew refrigera,tv, cable tv ,wifi, air conditioning ,kitchen, free street parking ,heating, familykid friendly , smoke detector , carbon monoxide detector , first aid kit , fire extinguisher ,essentials,shampoo, lock on bedroom door ,hangers, hair dryer ,iron, laptop friendly workspace , self checkin ,keypad, private entrance , hot water , bed linens , extra pillows and blankets ,microwave, coffee maker ,refrigerator, dishes and silverware , cooking basics ,oven,stove.",223,0.181504831052081,0.290067803308481,"doc617",29,22,9,7,13,14,0,105,3,1,10,0,46,0,0,13,0
"New York",11180216,FALSE,2015-03-30,794,TRUE,FALSE,"Hell's Kitchen",TRUE,"Apartment","Entire home/apt",5,2,2,3,"Real Bed",399,1,0,30,1125,TRUE,3,100,10,"strict_14_with_grace_period",0.12,65877818,"this brand new luxury apartment is located in the artsy neighborhood of hells kitchen and close to the theatre district.  this stylish unit features spacious living areas infused with natural light,  designer finishes,  stateoftheart fullyequipped kitchens,  hardwood floors and a widerange of innovative inhouse amenities,  including 15, 500 square feet of fitness space and two breath taking zeroedge swimming pools.  this artsy highrise has everything you need for a stylish and modern life in manhattan including spacious living areas,  designer finishes and a wonderful array of amenities and services at your disposal.  these stunning residences are thoughtfully designed to become your personal haven in the city that never sleeps.  enjoy the killer views from your living room infused with natural light,  feel like a chef in the italiancrafted kitchen and take advantage of the ample closetspace and meander around the nearby boutiques.  our bottomless upscale onsite amenities include two z,tv, cable tv ,wifi, air conditioning ,kitchen, pets allowed ,elevator,heating, familykid friendly ,washer,dryer, smoke detector , carbon monoxide detector ,essentials,shampoo, 24hour checkin ,hangers, hair dryer ,iron, laptop friendly workspace , self checkin , building staff ,bathtub, hot water , bed linens ,microwave, coffee maker ,refrigerator,dishwasher, dishes and silverware ,oven,stove, garden or backyard .",201,0.256643487669107,0.454084383083509,"doc618",21,17,3,2,10,15,0,103,5,1,7,0,46,0,0,19,0
"New York",20514936,FALSE,2018-05-21,1,TRUE,FALSE,"Chelsea",TRUE,"Apartment","Entire home/apt",4,1,2,3,"Real Bed",199,2,10,2,1125,TRUE,13,78,8,"moderate",2.2,65877818,"twobedroom apartment in the heart of meatpacking district.   the apartment comes with sheets and towels as well as kitchen utensils.   convenient location minutes from highline,  rooftop bars like top of the standard and gansevoort,  the top night clubs in nyc,  and chelsea art galleries,  as well as 15 minutes max to the top museums.  renovated 2bedroom with essential kitchen amenities.   sheets and towels provided.   air conditioning,  heat,  and hot water.   wireless internet.  everything seen in the photos,  which includes kitchen and private bathroom.   plus wireless internet,  linens,  towels,  heat and hot water.   cobblestone streets and converted brick buildings lend the meatpacking district an otherworldly ambiance at night,  when this neighborhood really comes alive.  short skirts mingle with heavily cologned shirts behind bouncers and velvet ropes to dance and drink until sunrise.  by day,  meatpacking districts myriad boutiques,  galleries,  and cafes merit exploration.  its up to you whether,wifi, air conditioning ,kitchen,heating, smoke detector , carbon monoxide detector ,essentials,hangers, roomdarkening shades , hot water ,microwave, coffee maker ,refrigerator, dishes and silverware , cooking basics ,oven,stove.",173,0.288387578949349,0.219701181811955,"doc619",17,19,8,0,13,9,0,87,2,0,5,0,44,2,0,13,0
"New York",11469988,FALSE,2016-08-10,3,TRUE,FALSE,"Chelsea",TRUE,"Apartment","Entire home/apt",4,1,1,2,"Real Bed",252,1,50,1,1125,TRUE,20,94,9,"strict_14_with_grace_period",0.78,65877818,"my place is close to the high line,  empire state building,  brooklyn bagel  coffee co,  and chelsea piers sports and entertainment complex.  my place is good for couples,  solo adventurers,  business travelers,  and families with kids.,tv, cable tv ,internet,wifi, air conditioning ,kitchen,breakfast, buzzerwireless intercom ,heating, familykid friendly , smoke detector , carbon monoxide detector , first aid kit , safety card , fire extinguisher ,essentials,shampoo, lock on bedroom door , 24hour checkin ,hangers, hair dryer ,iron, laptop friendly workspace , self checkin , smart lock , private entrance .",83,0.125398938808097,0.333851263793754,"doc620",12,4,0,3,3,1,0,54,1,0,3,0,33,0,0,2,1
"New York",14860370,FALSE,2015-11-02,1,TRUE,FALSE,"Murray Hill",TRUE,"Apartment","Entire home/apt",4,1,1,2,"Real Bed",275,4,50,3,1125,TRUE,14,97,10,"moderate",0.82,65877818,"welcome hopefully to your fully furnished home away from home,  in the heart of manhattan right on 34th street and park ave.  only 2 avenues away from the empire state building,  8 blocks from grand central,  and a 6 train subway stop right on the corner.  this one bedroom,  with space to comfortably fit 4 people,  is a simple one floor walk up with 3 doors of protection from the outside world.  a private deck area out back gives you a great place to relax before  after exploring the city.  this is a one floor walk up,  with no elevator.  at the top of the stairs there is a private personal training gym which you will not have access to we do not either before entering a second door which will give you access to the apartments within the building.  the people who run the gym are very nice and can be of assistance if you have any trouble opening any doors.  directly below the apartment is a dunkin donuts which comes in handy often.  the private outdoor area is the crown jewel of the apartme,tv,wifi, air conditioning ,kitchen, paid parking off premises , smoke detector , carbon monoxide detector , fire extinguisher ,essentials,shampoo, lock on bedroom door ,hangers, hot water , host greets you .",209,0.133491206933801,0.219960074222337,"doc621",16,25,17,10,3,27,1,70,7,4,14,0,29,3,0,17,0
"New York",20585844,FALSE,2015-12-01,1,TRUE,TRUE,"Hudson Square",TRUE,"Loft","Entire home/apt",6,2,2,4,"Real Bed",350,5,100,2,30,TRUE,11,100,10,"strict_14_with_grace_period",1.65,65877818,"huge loft in soho manhattan.  1 minutes walk to subway station.  5 minutes walk to the trendy neighborhood.  13 foot high ceiling,  huge living room and kitchen.  beautiful artworks.  it is a really cool place.  you should not miss it!,tv,wifi, air conditioning ,kitchen,elevator,heating, familykid friendly ,washer,dryer, smoke detector , carbon monoxide detector ,essentials,shampoo,hangers, hair dryer , laptop friendly workspace , host greets you .",64,0.263962064162882,0.295297552173,"doc622",9,2,1,2,1,2,0,36,3,2,4,0,25,0,0,5,0
"New York",23648443,FALSE,2014-08-09,1,TRUE,TRUE,"Upper East Side",TRUE,"Apartment","Entire home/apt",4,1,0,2,"Real Bed",155,2,20,2,1125,TRUE,18,99,10,"strict_14_with_grace_period",6.67,65877818,"minimalist spacious studio where the large room serves as the living,  dining,  and bedroom.  kitchen is located in a small separate room that still has interaction with the bedroom area.  the bathroom is located at the end of the kitchen and contains a medium size closet.  the apartment is located in the back of the building which makes it a quiet place for a place like manhattan.  this place it is quiet for a new yorker,  since we are used to having neighbors.   the radiator heater sometimes sounds.  the space can fit perfectly 4 people and it has a square tiny table and 2 chairs.  you can make coffee in the morning and make some breakfast with the kitchen supplies that we provide.  we leave coffee for you and you have some cooking stuff to prepare your meals.  this place is perfect for travelers that like to have a kitchen to prepare meals.  also,  it is for those who like the whole experience of what is it like living as a new yorker.  we consider our place to be a very good deal for the locati,wifi, air conditioning ,kitchen, paid parking off premises , free street parking ,heating, smoke detector , carbon monoxide detector , first aid kit , fire extinguisher ,essentials,shampoo, lock on bedroom door ,hangers, hair dryer ,iron, laptop friendly workspace , self checkin , smart lock , private living room , private entrance ,bathtub, babysitter recommendations , hot water , bed linens , extra pillows and blankets ,microwave, coffee maker ,refrigerator, dishes and silverware , cooking basics ,oven,stove.",250,0.195162753483172,0.240432491095695,"doc623",23,19,7,11,8,28,0,100,2,4,21,0,49,4,0,24,0
"New York",4520997,FALSE,2013-04-19,1,TRUE,TRUE,"Hell's Kitchen",TRUE,"Apartment","Private room",2,1,1,1,"Real Bed",70,2,35,3,1125,TRUE,3,90,9,"moderate",0.08,65877818,"nice private room in the first floor and only 2 blocks away from times square and broadway.  very convenient location,  2 or 3 blocks from subways a,  c,  e,  1,  2,  3,  n,  q,  r,  and 7.  bathroom,  living room and kitchen are shared.  my friend miguel and i share and apartment two block away from times square.  when any of us or both is out of town,  we have the room available for airbnb.  super close to time square,  and far enough from the street to rest peacefully and in silence.  kitchen,  living room,  bathroom,  highspeed internet,  play station 3,  fridge,  etc.  as much as you prefer.  close to a,  c,  e,  1,  2,  3 subways.  two blocks to a,  c,  e,  and three blocks to all the other ones.,tv, cable tv ,internet,wifi, air conditioning ,kitchen, buzzerwireless intercom ,heating, smoke detector , carbon monoxide detector ,essentials,shampoo, lock on bedroom door ,hangers, hair dryer ,iron, laptop friendly workspace .",149,0.136130015599184,0.140242219816822,"doc624",13,15,11,2,12,9,0,63,14,1,6,0,52,1,0,11,2
"Queens",23915388,FALSE,2015-07-18,1,TRUE,FALSE,"Utopia",TRUE,"Apartment","Private room",2,1,1,1,"Real Bed",75,1,25,1,1125,TRUE,2,100,10,"flexible",0.73,25466516,"this is a private room located in fresh meadows new york,  it is a lovely room equipped with a 40 inch tv w netflix and hulu and other channels,  it also has a private balcony for meditation.  comes with a fully equipped private bathroom and a quiet working desk equipped with a dual monitor imac that can be accessed with the guest account.,tv,wifi, air conditioning ,kitchen, smoking allowed ,heating,washer,dryer, smoke detector , carbon monoxide detector , fire extinguisher ,essentials,shampoo, laptop friendly workspace , private living room .",87,0.198438527581741,0.301349438164944,"doc625",10,7,2,4,3,8,0,39,1,0,4,0,19,0,0,9,0
